nama_usaha,alamat_usaha,badan_usaha,penanggung_jawab,wilayah,no_telepon,no_fax,jenis_usaha,kapasitas
Shangrila Palace,Jl. Gereja Ayam No. 1-3,PT. Jagat Mitra Tunggal,Tonny Widjaja,Jakarta Pusat,,,Restoran,12/50/B
Shas'bu Bistro,Jl. Asia Afrika No. 8,PT. Surya Artha Perkasa,Mesayu Shaskia Kartika,Jakarta Pusat,021 57852759,021 57852759,Restoran,15/48/B
Shima Japanese Restaurant,"Hotel Aryaduta Jakarta, Jl. Prapatan No. 44 - 48",PT. Shimatama Graha,Jessy Quantero,Jakarta Pusat,021 3844926,021 3852233,Restoran,37/223/A
Shisha Café,"Menteng Plaza, Jl. HOS.Cokroaminoto No. 79",PT.Shisha International,Muhamad Nagib Alkaff,Jakarta Pusat,021 3907619,021 3907618,Restoran,9/45/B
Simpang Raya,Jl. Kramat Raya No. 71 RT001/RW007,H. Noersal Zainuddin,H. Noersal Zainuddin,Jakarta Pusat,021 3920161,021 3920164,Restoran,42/168/A
Simpang Raya,Jl. Kramat Raya No. 71 RT001/RW007,H. Noersal Zainuddin,H. Noersal Zainuddin,Jakarta Pusat,021 3920161,021 3920164,Restoran,42/168/A
Sinar Medan,Jl. Batu Ceper Raya No. 42,,Maryati Gunawan,Jakarta Pusat,,,Restoran,30/100/A
Sindoro,Jl. Tanah Abang II No. 13,PT. Sindoro Arditomo,Darmo Rahardjo,Jakarta Pusat,021 3849260,021 3440859,Restoran,13/75/A
Sky Box Sport Cafe,Jl. Thamrin Boulevard Blok RTE No.G/E10,PT. Cahaya Karya Muda,Bagus Wahyu Soeprapto,Jakarta Pusat,,,Restoran,8/18/C
Skye,"Menara BCA 56th Floor, Jl. MH. Thamrin No. 1",PT. Gala Lestari Karya,Asrul Abraham Hendrata,Jakarta Pusat,021 3141626,021 3141626,Restoran,50/200/A
Smooch,Jl. MH.Thamrin No. 1,PT. Dwi Mitra Agung,Laurence Alifen,Jakarta Pusat,,,Restoran,15/50/B
Soccer Café,Jl. Kebon Kacang Raya,PT. Cakral Primacoal Mining Resourc,Agus Muslim,Jakarta Pusat,021 33392119,021 33392119,Restoran,10/50/B
Soho,"Wisma BNI 46, Jl. Jend. Sudirman Kav. 1",-,Christina Amelia Wihardja,Jakarta Pusat,021 5746602,,Restoran,8/32/B
Solaria,"Gajah Mada Plaza, Jl. Gajah Mada No. 19-26",CV. Nusa Prima Pangan,Aliuyanto,Jakarta Pusat,,,Restoran,10/50/B
Solaria,"Plaza Atrium, Jl. Senen Raya No. 135",CV. Nusa Prima Pangan,Aliuyanto,Jakarta Pusat,,,Restoran,10/50/B
Solaria,"ITC Cempaka Mas, Jl. Letjen. Suprapto Kav. 1",PT.Sinar Solaria,Aliuyanto,Jakarta Pusat,,,Restoran,10/40/B
Solaria,"City Lofts, Jl. KH.Mas Mansyur No.121 RT013/RW001",CV.Sinar Solaria,Aliuyanto,Jakarta Pusat,021 25558419,,Restoran,10/40/B
Solaria,Jl. Jend. Sudirman Kav. 9,CV. Sinar Solaria,Aliuyanto,Jakarta Pusat,,,Restoran,10/50/B
Solaria,"Stasiun Gambir, Jl. Merdeka Timur",CV. Sinar Solaria,Aliyanto,Jakarta Pusat,,,Restoran,15/50/B
Solaria,"FX Lifestyle Xnter, Jl. Jend. Sudirman, Pintu Satu Senayan",CV. Sinar Solaria,Aliuyanto,Jakarta Pusat,021 89908506,021 89908506,Restoran,12/50/B
Solaria,"Thamrin City Lt. Dasar Blok D27 No. 03-05, Jl. Thamrin",CV. Nusa Prima Pangan,Aliuyanto,Jakarta Pusat,,,Restoran,15/50/B
Solaria,Jl. Letjen Suprapto,CV. Nusa Prima Pangan,Aliuyanto,Jakarta Pusat,,,Restoran,12/50/B
Solaria,"Gd. Oil Centre, Jl. MH. Thamrin No. 55",CV. Sinar Solaria,Aliuyanto,Jakarta Pusat,021 39837600,021 39837609,Restoran,10/40/B
Solaria,Jl. Kramat Raya,CV. Sinar Solaria,Aliyanto,Jakarta Pusat,,,Restoran,15/50/B
Solaria,"ITC Cempaka Mas Lt. 5, Jl. Letjen Suprapto",CV. Nusa Prima Pangan,Aliuyanto,Jakarta Pusat,,,Restoran,12/50/B
Solaria,"Lotte Mart Ratu Plaza, Jl. Jend. Sudirman Kav. 9",CV. Sinar Solaria,Aliuyanto,Jakarta Pusat,,,Restoran,10/50/B
Sombrero,Grand Indonesia West Mall Lt. 3A Unit No. ED1,PT. Michelindo Food International,Michelle Elizabeth Surjaputra,Jakarta Pusat,021 5152974,021 5152974,Restoran,14/50/B
Soto Koedoes,"BRI II Center Park, Jl. Jend. Sudirman",CV. Soto Koedoes Jaya,Jeanny Hartanti,Jakarta Pusat,021 57950663,021 57950663,Restoran,10/28/C
Soto Madura,Jl. Ir. H. Juanda No. 16,Prihandono Lazarus,Prihandono Lazarus,Jakarta Pusat,021 3500190,021 3500190,Restoran,20/80/A
Soup Restaurant,"Mall Senayan City, Jl. Asia Afrika Lot. 19",PT. Viswa Senayan Internasional,Whitlam Luhur,Jakarta Pusat,021 72781331,021 39838914,Restoran,17/70/A
Soup Restaurant,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Viswa International,Irvan Shahruzaman,Jakarta Pusat,021 25536647,021 25536647,Restoran,25/130/A
South Beauty,"Thamrin Nine Podium ANZ Square, Jl. MH. Thamrin No. 10 ",PT. Maharajaddi Oriental,Danandjaja Wanadi,Jakarta Pusat,021 46826969,021 46828195,Restoran,20/100/A
Spageddies Italian Kitchen,"Mal Senayan City, Jl. Asia Afrika Lot. 19",PT. Indo Tristalie,Boejono Tjokro,Jakarta Pusat,021 72781088,021 72781089,Restoran,36/123/A
Spageddies Italian Kitchen,Jl. Asia Afrika Lot. 19,PT. Indo Tristalie,Boejono Tjokro,Jakarta Pusat,021 72781088,021 72781089,Restoran,36/123/A
Spin City,"Plaza Indonesia X'enter, Jl. MH. Thamrin Kav. 8-9",PT. Prima Perkasa Persada Pratama,Sugianto Adiwinata,Jakarta Pusat,021 3157227,021 3159581,Restoran,50/200/A
St. Germain By Cacaote,Grand Indonesia East Mall Lt. Upper Ground Unit,CV. Cacaote Indonesia,Shienny Wusman,Jakarta Pusat,021 23580017,021 23588018,Restoran,29/70/A
Starbucks,"Menara Cakrawala, Jl. MH. Thamrin No. 9",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 39833337,021 398333376,Restoran,35/80/A
Starbucks,"Plaza UOB, Jl. MH. Thamrin No. 10",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,10/30/B
Starbucks,"Plaza BII Tower II LG, Jl. MH. Thamrin No. 51",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,10/30/B
Starbucks,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 39838805,021 39838805,Restoran,40/160/A
Starbucks,Jl.HOS. Cokroaminoto No. 79,PT. Sari Coffee Indonesia,Indrawana Widjaja,Jakarta Pusat,021 3407610,021 3407610,Restoran,25/60/A
Starbucks," Plaza Indonesia X'en, Jl. MH. Thamrin Kav. 28-30",PT. Sari Coffee Indonesia,"Gunawan S. Pryana, MBA",Jakarta Pusat,021 39838805,021 3190830,Restoran,40/160/A
Starbucks,"Menara Thamrin, Jl. MH. Thamrin Kav. 3",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,8/24/B
Starbucks,"Plaza Indonesia X'enter, Jl. MH. Thamrin No. 28-3",PT. Sari Coffee Indonesia,F.X. Boyke Cozali,Jakarta Pusat,021 31908307,021 31906037,Restoran,10/30/B
Starbucks,"Wisma BNI 46, Jl. Jend. Sudirman Kav. 1",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5151285,021 5152711,Restoran,18/60/A
Starbucks,"Debenhams Senayan City Lt. 2, Jl. Asia Afrika Lot. 19",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 72781061,021 72781062,Restoran,5/20/B
Starbucks,"Mal Senayan City, Jl. Asia Afrika Lot. 19",PT. Sari Coffee Indonesia,Indrawana Widjaja,Jakarta Pusat,021 72781063,021 72781061,Restoran,40/110/A
Starbucks,"Stasiun Gambir Lt.1&2, Jl. Merdeka Timur No. 19",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,10/30/B
Starbucks,"Senayan City Lot. 19 5th Floor, Jl. Asia Afrika",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,10/40/B
Starbucks,Jl. Asia Afrika Lot. 19,PT. Sari Coffee Indonesia,Indrawana Widjaja,Jakarta Pusat,021 72781063,021 72781061,Restoran,40/110/A
Starbucks,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,12/30/B
Starbucks Coffee,"Wisma Hayam Wuruk, Jl. Hayam Wuruk No. 8",PT. Sari Coffee Indonesia,Jusroni,Jakarta Pusat,021 3846093,021 3862626,Restoran,24/69/A
Starbucks Coffee,Jl. MH. Thamrin Kav. 1 Ground Floor,PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 23580530,021 23580531,Restoran,45/110/A
Starbucks Coffee,"City Lofts, Jl. KH. Mas Mansyur No. 121",PT. Sari Coffee Indonesia,Indrawana Widjaja,Jakarta Pusat,021 25556635,021 25556637,Restoran,23/52/A
Starbucks Coffee,Jl. Tanah Abang II No. 76,PT. Sari Coffee Indonesia,Jusroni,Jakarta Pusat,021 5745808,021 5745753,Restoran,10/40/B
Starbucks Coffee,"Grand Indonesia Lt. Ground, Jl. MH. Thamrin Kav. 1 ",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 23580530,021 23580531,Restoran,45/110/A
Starbucks Coffee,"FX Lifestyle X'nter, Jl. Jend.Sudirman, Pintu I Senayan",PT.Sari Coffee Indonesia,Jusroni,Jakarta Pusat,021 30030377,021 30030378,Restoran,12/50/B
Starbucks Coffee,"Gd. Sarana Jaya Lt. 1 Unit 1A, Jl. Budi Kemuliaan",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,15/50/B
Starbucks Coffee,"Plaza Atrium, Jl. Senen Raya No. 135",PT. Sari Coffee Indonesia,Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,15/60/A
Starbucks Coffee,"Metropole XXI Cinema, Jl. Pegangsaaan Timur 2",PT. Sari Coffee Indonesia,Ir. Jusroni,Jakarta Pusat,021 5746501,021 5746189,Restoran,7/28/B
Starbucks Coffee,"Gedung BRI II, Jl. Jend.Sudirman Kav. 44-46",PT.Sari Coffee Indonesia,Jusroni,Jakarta Pusat,021 57851617,021 57851618,Restoran,14/45/B
Steak Factory,"Pertokoan Roxy, Jl. Biak No. 23",,Kenneth Chen,Jakarta Pusat,021 6322323,021 6322323,Restoran,25/63/A
Studio 21 Boutique,"Hotel Golden, Jl. Gunung Sahari Raya No. 46",PT. Batara Tabaraka,Hermanto Susanto,Jakarta Pusat,021 5263333,021 5263333,Restoran,30/120/A
Suan Thai,Jl. Cideng Timur No. 59,PT. Aneka Rasa Murni,Andreas Yuwono,Jakarta Pusat,021 3860455,021 3502281,Restoran,20/120/A
Sumiya Japanese Restaurant,"STC Senayan, Jl. Asia Afrika Pintu IX",PT. Sumiya Boga Lestari,Daniel,Jakarta Pusat,021 7253176,021 7204979,Restoran,12/50/B
Sumo Sushi,"Menteng Central, Jl. HOS. Cokroaminoto No. 78 & 80",CV. Sumo Indo Makmur,Dr. Elvina Karjadi,Jakarta Pusat,021 3160359,021 26337866,Restoran,12/24/B
Sumpit,Jl. KH. Mas Mansyur,PT.Asia Prima Food,Arlinda Deviyani Nugroho,Jakarta Pusat,021 2558781,,Restoran,10/40/B
Suntiang Restoran,"Grand Indonesia Shopping Town, Sky Bridge",PT. Larego Boga Indonesia,Reza Pradikta,Jakarta Pusat,,,Restoran,10/45/B
Sushi Gen,Jl. KH. Mas Mansyur No. 121 Lt.1/23,SUSHI GEN,Ade Tirtadharma,Jakarta Pusat,,,Restoran,10/40/B
Sushi Sei,"Plaza Senayan, Jl. Asia Afrika No. 8",PT. Sei Sushindo Jaya,Dian Puji Astuti,Jakarta Pusat,021 5725510,021 5725520,Restoran,15/70/A
Sushi Tei,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Sushi Tei Indonesia,Kusnadi Rahardja,Jakarta Pusat,021 39835108,021 39835109,Restoran,46/198/A
Sushi Tei,"Plaza Senayan Lt. 2/285-C&287-C, Jl. Asia Afrika",PT. Sushi Tei Indonesia,Kusnadi Rahardja,Jakarta Pusat,021 5730928,021 5725757,Restoran,20/80/A
Sushi Tei,"Mal Senayan City, Jl. Asia Afrika No. 8",PT. Sushi Tei Indonesia,Kusnadi Rahardja,Jakarta Pusat,,,Restoran,15/70/A
Sushi Tei,"Grand Indonesia Unit No. WM-LG-01, Jl. MH. Thamrin",PT. Sushi-Tei Indonesia,Kusnadi Rahardja,Jakarta Pusat,021 72801149,021 72801151,Restoran,30/80/A
Sushi Tei,"Senayan City Mal, Jl. Asia Afrika Lot. 19",PT. Sushi Tei Indonesia,Kusnadi Rahardja,Jakarta Pusat,021 72781678,021 72781678,Restoran,15/70/A
Sushigroove,"City Walk, Jl. KH. Mas Mansyur",PT. Ismaya Sushigroove,Theodorus Januar Widjaja,Jakarta Pusat,021 3140909,021 3140909,Restoran,10/40/B
Sushigroove,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Ismaya Sushigroove,Theodorus Januar Widjaja,Jakarta Pusat,021 23580697,021 23580697,Restoran,20/80/A
T - Rex,"Grand Indonesia, Jl. MH.Thamrin No. 1",PT. Cipta Nada Indah,Agus Suprayitno,Jakarta Pusat,,,Restoran,10/40/B
Ta Wan,"Jl. Jend. Sudirman, Pintu I Senayan",PT. Pasifix Mitra Sentosa,Teddy Harsono,Jakarta Pusat,,,Restoran,12/48/B
Taichan,"Plaza Senayan, Jl. Asia Afrika No. 8",PT. Taichan Indonesia,Hj. Umi Swari Judodihardjo,Jakarta Pusat,021 31931081,021 31902263,Restoran,25/75/A
Tairyo,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Tairyos Indo Langgeng Jaya,Jeanly Sutrysna,Jakarta Pusat,021 23581988,021 23581989,Restoran,14/120/A
Tajima Yakiniku,ANZ Square Podium Lantai Lobby L/F Thamrin ,PT. Masa Gading Mutiara,Henky Rusli,Jakarta Pusat,021 29937299,021 30027396,Restoran,15/50/B
Takemori,Jl. MH.Thamrin No. 1 ED 2-12,PT.Takemori Indonesia,Kurniawan Elham,Jakarta Pusat,021 23550368,021 23550368,Restoran,12/50/B
Takigawa,Jl. Asia Afrika Lot. 19,PT. Chala Boga Indonesia,Johansyah J. Kameron,Jakarta Pusat,021 72781438,021 72781438,Restoran,13/69/A
Takigawa,"Mall Senayan City Lt. 5 Unit 5-47, Jl. Asia Afrika Lot. 19",PT. Sadar Abdi Lestari,Marita Rizki Pangestu,Jakarta Pusat,021 82565477,,Restoran,20/80/A
Takumi,"Gd. Senayan Golf Lt. 1, Jl. Asia Afrika No. 8",PT. Graha Andrawina Lestari,Ariawan Wijaya,Jakarta Pusat,021 5710181,021 5710181,Restoran,14/50/B
Tamani Café,Jl. Salemba Raya No. 57-59,CV. Cahaya Sakti,Ivonne Hadisurjo,Jakarta Pusat,021 31901321,021 31901321,Restoran,20/80/A
Tamani Express,"Plaza Senayan, Jl. Asia Afrika No. 8",CV. Cahaya Sakti,Ivonne Hadisurjo,Jakarta Pusat,021 72781461,021 72781461,Restoran,10/40/B
Tamani Express,"Mal Senayan City, Jl. Asia Afrika Lot. 19",CV. Cahaya Sakti,Ivonne Hadisurjo,Jakarta Pusat,,,Restoran,30/65/A
Tamani Express,"Grand Indonesia Skybrige No. SB-3-I-H, Jl. MH. Thamrin No. 1",CV. Cahaya Sakti,Ivonne Hadisurjo,Jakarta Pusat,021 23580959,021 23580959,Restoran,25/80/A
Tamani Kafe,"Gd. Citywalk Sudirman, Jl. KH. Mas Mansyur",CV. Cahaya Sakti,Ivonne Hadisurjo,Jakarta Pusat,,,Restoran,35/85/A
Tamnak Thai,Jl. Hos Cokroaminoto No. 80,PT. Maela Istana Prima,Ir. Wiranto Gunawan,Jakarta Pusat,021 3923000,021 31902548,Restoran,25/100/A
Tan & Tan,Jl. MH. Thamrin Kav. 28-30,PT. Selera Citra Nusantara,Donny,Jakarta Pusat,,,Restoran,10/35/B
Tartine,"FX Lifestyle Xenter, Jl. Jend.Sudirman, Pintu I Senayan",PT. Sari Utama Abadi,Edyman Bedman Panjaitan,Jakarta Pusat,021 25554258,021 25554222,Restoran,10/50/B
Taste Paradise,"Plaza Indonesia Lt. 4, Jl. MH. Thamrin Kav. 28 - 3",PT. Paradise Indonesia Carpedia,Daniel Matrathon,Jakarta Pusat,021 29923838,021 29923838,Restoran,25/250/A
Tatemukai,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Citra Rasa International,Andy Hartawan Sardjito,Jakarta Pusat,,,Restoran,2/30/B
Tator Café,Jl. MH.Thamrin No. 1,CV.Andalucia,Lucia Indra,Jakarta Pusat,021 23580922,,Restoran,10/40/B
Tator Coffee Boutique,"Mal Senayan City, Jl. Asia Afrika Lot. 19",PT. Unggul Prima Perkasa,Yayuk Nurul Anggraeni,Jakarta Pusat,021 72781063,021 72781063,Restoran,15/40/B
Te Sa Te,Jl. Sam Ratulangi No. 39 RT002/RW003,CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Pusat,021 31931249,021 31931249,Restoran,15/60/A
Te Sa Te,Jl. Dr. Sam Ratulangi No. 39 RT002/RW003,CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Pusat,,,Restoran,15/50/B
Tee 9,"Gd. Indo Surya Plaza, Jl. MH. Thamrin Kav. 8-9",PT. Prima Inti Pangan,Simon Chaniago,Jakarta Pusat,021 38909068,021 38909068,Restoran,20/80/A
Ten Ten,"Plaza Indonesia, Jl. MH. Thamrin Kav. 28-30",PT. Boga Makmur Tiara,Kusnadi Rahardja,Jakarta Pusat,021 7235408,021 7235141,Restoran,20/40/B
Ten Ten,Jl. MH. Thamrin Kav. 28-30,PT. Boga Makmur Tiara,Kusnadi Rahardja,Jakarta Pusat,021 7235408,021 7235141,Restoran,20/40/B
Tenya,Grand Indonesia East Mall Lt. 3A Unit No. GD1-0,PT. Tendon Indonesia Makmur,Tio Dewi,Jakarta Pusat,021 23587000,021 23586000,Restoran,40/85/A
Teppan House,Jl. KH. Mas Mansyur No. 121,Prabawa Sugiharto,Prabawa Sugiharto,Jakarta Pusat,021 29959818,021 29959818,Restoran,7/36/B
Terrazza Bianco,Jl. KH. Wahid Hasyim No. 91,PT. Akmanindo Parma,Juslina Djaja,Jakarta Pusat,021 31905335,021 31901661,Restoran,10/40/B
Tesate,"Plaza Senayan L P4 Unit CP, Jl. Asia Afrika No. 8",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Pusat,021 5725521,021 5725521,Restoran,30/85/A
Texas Chicken,Jl. Cikini Raya No. 60 A,PT. Cipta Selera Murni,Husni Muchtar,Jakarta Pusat,021 3140411,021 3140037,Restoran,25/100/A
Texas Chicken,Jl. Cikini Raya No. 60 A-H,PT. Cipta Selera Murni,Husni Muchtar,Jakarta Pusat,021 3140411,021 3140320,Restoran,68/272/A
Texas Chicken,"ITC Cempaka Mas, Jl. Letjend. Suprapto",PT. Cipta Selera Murni,Husni Muchtar,Jakarta Pusat,021 3140411,021 3140411,Restoran,25/100/A
Texas Chicken,"Pasar Tanah Abang Blok A, Jl. KH. Fachrudin",PT. Cipta Selera Murni,Husni Muchtar,Jakarta Pusat,,,Restoran,10/30/B
Texas Chicken,Jl. Cikini Raya No. 60 A,PT. Cipta Selera Murni,Husni Muchtar,Jakarta Pusat,021 3140411,021 3140037,Restoran,25/100/A
The Belly Clan,"Intiland Tower, Jl. Jend. Sudirman No. 32",PT. Promenade Makmur Raya,Waldheim Willim,Jakarta Pusat,021 5708181,021 5708182,Restoran,20/80/A
The Café Cartel,"Djakarta Theater, Jl. MH. Thamrin No. 9",PT. Sarana Alco Kencana,Ali Karmawan Saman,Jakarta Pusat,021 3913875,021 3913879,Restoran,15/60/A
The Cloud,"The Plaza Office Tower at Level 46 Unit C, C1",PT. Pawon Wangi Restorindo,Paulus Panggabean,Jakarta Pusat,021 31990159,021 31990159,Restoran,5/15/C
The Coffee Bean & Tea Leaf,"Jl. Jend. Sudirman, Pintu I Senayan",PT. Trans Coffee,Chairal Tanjung,Jakarta Pusat,,,Restoran,13/45/B
The Coffee Bean & Tea Leaf,"Wisma Nusantara, Jl. MH. Thamrin Kav. 28-30",PT. Trans Coffee,Fransiscus Sumampow,Jakarta Pusat,,,Restoran,13/40/B
The Coffee Bean & Tea Leaf,Jl. Asia Afrika Lot. 19,PT.Trans Coffee,Chairal Tanjung,Jakarta Pusat,021 72781531,021 72781531,Restoran,20/80/A
The Coffee Bean & Tea Leaf,Jl. Asia Afrika No. 8,PT.Trans Coffee,Chairal Tanjung,Jakarta Pusat,021 5725303,021 57225303,Restoran,20/80/A
The Coffee Bean & Tea Leaf,Jl. MH. Thamrin No. 1,PT. Trans Coffee,Chairal Tanjung,Jakarta Pusat,,,Restoran,12/50/B
The Coffee Bean & Tea Leaf,"Mid Plaza I, Jl. Jend. Sudirman Kav. 10-11",PT. Trans Coffee,Fransiscus Sumampow,Jakarta Pusat,,,Restoran,12/48/B
The Coffee Bean & Tea Leaf,Jl. Jend.Sudirman No. 28,PT.Trans Coffee,Chairal Tanjung,Jakarta Pusat,,,Restoran,12/50/B
The Coffee Bean & Tea Leaf,Jl. MH. Thamrin Kav. 13,PT.Trans Coffee,Chairal Tanjung,Jakarta Pusat,021 3107272,021 3107644,Restoran,12/50/B
The Coffee Bean & Tea Leaf,Jl. MH. Thamrin Kav. 28-30,PT.Trans Coffee,Chairal Tanjung,Jakarta Pusat,,,Restoran,15/60/A
The Duck King,"Mal Senayan City, Jl. Asia Afrika Lot. 9",PT. Selera Kian Makmur,Ibin Bachtiar,Jakarta Pusat,,,Restoran,50/125/A
The Duck King Kitchen,Jl. MH.Thamrin Kav. 28-30,PT.Selera Indonesia Makmur,Ibin Bachtiar,Jakarta Pusat,021 53654195,,Restoran,34/110/A
The Foodhall Kitchen,"Mal Senayan City, Jl. Asia Afrika Lot. 19",PT. Swalayan Sukses Abadi,Susan Logawa,Jakarta Pusat,021 72781069,021 72781068,Restoran,12/48/B
The Foodhall Kitchen,"Plaza Senayan, Jl. Asia Afrika No. 8",PT. Swalayan Sukses Abadi,Susan Logawa,Jakarta Pusat,021 57993455,021 57993477,Restoran,30/80/A
The Foodhall Kitchen,"Plaza Senayan, Jl. Asia Afrika No. 8",PT. Swalayan Sukses Abadi,Susan Logawa,Jakarta Pusat,021 57993455,021 57993477,Restoran,30/80/A
The Foodhall Kitchen,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Swalayan Suskes Abadi,Susan Logawa,Jakarta Pusat,021 23580105,021 23580104,Restoran,19/42/B
The Grand Duck King,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Selera Indonesia Makmur,Ibin Bachtiar,Jakarta Pusat,021 23580835,021 23580835,Restoran,50/200/A
The Grand Hanei,Jl. Asia Afrika Lot. 19,PT.Kencana Langgeng Rasa,Ben Aristarchus Widyatmodjo,Jakarta Pusat,021 72781395,,Restoran,20/80/A
The Grill,"Mid Plaza II, Jl. Jend. Sudirman Kav. 10-11",PT.Cipta Prima Jaya,Dadi Sunardi,Jakarta Pusat,021 5707600,021 5700077,Restoran,15/80/A
The Jaya Pub,Jl. MH. Thamrin No. 12,Soepardi Boikan,Soepardi Boikan,Jakarta Pusat,021 3909249,021 3909249,Restoran,28/92/A
The Koreana,Jl. Veteran I No. 30,PT. Sentosa Sejati Abadi,Bambang Nurhadi,Jakarta Pusat,021 3904085,021 3904085,Restoran,15/60/A
The Lunch Room,"ANZ Tower, Jl. Jend. Sudirman Kav. 33 A Lt. 25",PT. Budiman Pangan Sejahtera,Jullie Astari,Jakarta Pusat,021 5735177,021 5735178,Restoran,10/50/B
The Luv's Bar And Dine,Jl. KH.Mas Mansyur No. 121,PT.Lancar Utama Varia,Ir.Buyung Achmad Yani,Jakarta Pusat,,,Restoran,15/60/A
The Manhattan Fish Market,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Mitra Manna,Wahono Saputra,Jakarta Pusat,021 23581055,021 23581055,Restoran,20/70/A
The Marmalade Pantry,Jl. MH. Thamrin Kav. 28-30,PT. Roda Dunia,Wiriady Widjaja,Jakarta Pusat,,,Restoran,20/80/A
The Muffin House,"FX Lifestyle X'nter, Jl. Jend. Sudirman, Pintu I Senayan",PT. Inti Boga Kreasindo,Hambali Zainuddin,Jakarta Pusat,021 25554268,021 25554268,Restoran,12/38/B
The Only One Club,"FX Lifestyle X'nter, Jl. Jend.Sudirman, Pintu I Senayan",PT. Kelab O Satu,Millie Lukito,Jakarta Pusat,021 25554125,,Restoran,22/110/A
The People's Café,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Ismaya Catering,Frans Martin Widjaja,Jakarta Pusat,021 23587000,021 23587000,Restoran,10/40/B
The Playground,"Gd. CityLofts Sudirman Lt. 19 Unit 08, Jl. KH. Mas Mansyur",PT. Indriya Lifeart Development,Gregory Paton Sukamto,Jakarta Pusat,021 29912285,021 299122860,Restoran,15/60/A
The Playground,"Plaza Indonesia Ext. Lt.4, Jl. MH.Thamrin Kav. 28",PT. Indriya Lifeart Development,Patricia Melissa Linardi,Jakarta Pusat,,,Restoran,25/100/A
The Social House,"Grand Indonesia, Jl. MH. Thamrin No. 1",PT. Prima Ismaya Sejahtera,Asrul Abraham Hendrata,Jakarta Pusat,021 23581818,021 23581818,Restoran,14/56/A
The Soup Spoon,Jl. MH. Thamrin No. 1,PT. Bumi Langit Sejahtera,Willy Arifin,Jakarta Pusat,,,Restoran,10/20/C
The Soup Spoon,Jl. Asia Afrika Lot. 19 Lower Ground #08A,PT. Bumi Langit Sejahtera,Willy Arifin,Jakarta Pusat,021 29329237,021 29329237,Restoran,10/50/B
The Soup Spoon,Jl. KH.Mas Mansyur No. 121 Lt.GF No. 9 A,PT. Bumi Langit Sejahtera,Willy Arifin,Jakarta Pusat,,,Restoran,10/20/C
The Taste Café,"Grand Indonesia, Jl. MH. Thamrin No. 1",CV. Deo Gratias,Eduard Hadiwibowo,Jakarta Pusat,,],Restoran,10/40/B
The Terrace,"Gd. Senayan Golf, Jl. Asia Afrika",PT. Graha Andramina Lestari,Ariawan Wijaya,Jakarta Pusat,021 5710181,021 5710181,Restoran,15/50/B
Three In One Café & Bistro,Jl. H. Samanhudi No. 57 RT001/RW007,PT. Sion Makmur Abadi,Yusak Puspowinoto,Jakarta Pusat,,,Restoran,44/196/A
Tian Xi,Jl. Asia Afrika,PT.Mitra Sehati Bahagia,Purnomo Sidhi Haryono,Jakarta Pusat,,,Restoran,10/40/B
Tin Pan Alley,Jl. MH. Thamrin No. 10,PT. Manna Pratama Sejahtera,Irine Tjandra,Jakarta Pusat,021 6930782,021 6923487,Restoran,42/101/A
Tinor Asli Manado,"Jl. Gondangdia Lama, RP.Soeroso No. 33 A",,Ronny Wongkar,Jakarta Pusat,021 3142247,,Restoran,10/40/B
